Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,silk-rani-pink-wedding-wear-embroidery-work-saree-394459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Rani-Pink-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5607(2).jpg,2,Silk Rani Pink Wedding Wear Embroidery Work Saree - View 2,,,,,,,,,,,,,,,,,,
,silk-rani-pink-wedding-wear-embroidery-work-saree-394459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Rani-Pink-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5607(3).jpg,3,Silk Rani Pink Wedding Wear Embroidery Work Saree - View 3,,,,,,,,,,,,,,,,,,
Silk Light Green Wedding Wear Embroidery Work Saree,silk-light-green-wedding-wear-embroidery-work-saree-394458,"<p><em>Tradition, reimagined for the woman who writes her own rules.</em></p>

<h2>Silk Light Green Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Light Green Wedding Wear Embroidery Work Saree</strong> - a beautifully crafted <strong>saree</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>

<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>

<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>

<ul>

  <li><strong>Colour:</strong> A carefully selected <strong>Light Green</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>

  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>

  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>

  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>

  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>

</ul>

<h3>Styling Notes</h3>

<p>Drape it with confidence and let the fabric do the talking - pair with statement jhumkas for a look that commands the room.</p>

<h3>Common Questions</h3>

<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, reception events, engagement celebrations, and any occasion that calls for something extraordinary.</p>

<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>

<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: light green, silk, saree, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxeMia,Apparel & Accessories > Clothing > Dresses,Sarees,"luxemia, indian-ethnic-wear, saree, free-shipping, light-green, silk, embroidery-work, wedding-wear",TRUE,active,LXM-SAR-024,,Color,Light Green,,Size,Free Size,,,,,182.99,260.42,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Light-Green-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5606(1).jpg,1,Silk Light Green Wedding Wear Embroidery Work Saree,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Light-Green-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5606(1).jpg,FALSE,Silk Light Green Wedding Wear Embroidery Work Saree,Shop the Silk Light Green Wedding Wear Embroidery Work Saree at LuxeMia. Crafted in premium silk with exquisite embroidery work in Light Green. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,light green,Apparel & Accessories > Clothing > Dresses,Female,Adult,,,,New,FALSE,,,,,
,silk-light-green-wedding-wear-embroidery-work-saree-394458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Light-Green-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5606(2).jpg,2,Silk Light Green Wedding Wear Embroidery Work Saree - View 2,,,,,,,,,,,,,,,,,,
,silk-light-green-wedding-wear-embroidery-work-saree-394458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Light-Green-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5606(3).jpg,3,Silk Light Green Wedding Wear Embroidery Work Saree - View 3,,,,,,,,,,,,,,,,,,
Silk Purple Wedding Wear Embroidery Work Saree,silk-purple-wedding-wear-embroidery-work-saree-394457,"<p><em>Style is a form of self-expression. This piece speaks volumes.</em></p>

<h2>Silk Purple Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Purple Wedding Wear Embroidery Work Saree</strong> - a beautifully crafted <strong>saree</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>

<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>

<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>

<ul>

  <li><strong>Colour:</strong> A carefully selected <strong>Purple</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>

  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>

  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>

  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>

  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>

</ul>

<h3>Styling Notes</h3>

<p>Style with minimal accessories to let the craftsmanship speak - or layer with heirloom jewellery for full festive drama.</p>

<h3>Common Questions</h3>

<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, reception events, engagement celebrations, and any occasion that calls for something extraordinary.</p>

<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>

<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: purple, silk, saree, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxeMia,Apparel & Accessories > Clothing > Dresses,Sarees,"luxemia, indian-ethnic-wear, saree, free-shipping, purple, silk, embroidery-work, wedding-wear",TRUE,active,LXM-SAR-025,,Color,Purple,,Size,Free Size,,,,,182.99,260.42,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Purple-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5605(1).jpg,1,Silk Purple Wedding Wear Embroidery Work Saree,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Purple-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5605(1).jpg,FALSE,Silk Purple Wedding Wear Embroidery Work Saree,Shop the Silk Purple Wedding Wear Embroidery Work Saree at LuxeMia. Crafted in premium silk with exquisite embroidery work in Purple. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,purple,Apparel & Accessories > Clothing > Dresses,Female,Adult,,,,New,FALSE,,,,,
,silk-purple-wedding-wear-embroidery-work-saree-394457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Purple-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5605(2).jpg,2,Silk Purple Wedding Wear Embroidery Work Saree - View 2,,,,,,,,,,,,,,,,,,
,silk-purple-wedding-wear-embroidery-work-saree-394457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Purple-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5605(3).jpg,3,Silk Purple Wedding Wear Embroidery Work Saree - View 3,,,,,,,,,,,,,,,,,,
Silk Multi Color Wedding Wear Embroidery Work Saree,silk-multi-color-wedding-wear-embroidery-work-saree-394456,"<p><em>Some outfits are worn. This one is experienced.</em></p>

<h2>Silk Multi Color Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Multi Color Wedding Wear Embroidery Work Saree</strong> - a beautifully crafted <strong>saree</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>

<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>

<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>

<ul>

  <li><strong>Colour:</strong> A carefully selected <strong>Multi Color</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>

  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>

  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>

  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>

  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>

</ul>

<h3>Styling Notes</h3>

<p>Style with minimal accessories to let the craftsmanship speak - or layer with heirloom jewellery for full festive drama.</p>

<h3>Common Questions</h3>

<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, reception events, engagement celebrations, and any occasion that calls for something extraordinary.</p>

<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>

<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: multi color, silk, saree, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxeMia,Apparel & Accessories > Clothing > Dresses,Sarees,"luxemia, indian-ethnic-wear, saree, free-shipping, multi-color, silk, embroidery-work, wedding-wear",TRUE,active,LXM-SAR-026,,Color,Multi Color,,Size,Free Size,,,,,182.99,260.42,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Multi-Color-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5604(1).jpg,1,Silk Multi Color Wedding Wear Embroidery Work Saree,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Multi-Color-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5604(1).jpg,FALSE,Silk Multi Color Wedding Wear Embroidery Work Saree,Shop the Silk Multi Color Wedding Wear Embroidery Work Saree at LuxeMia. Crafted in premium silk with exquisite embroidery work in Multi Color. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,multi color,Apparel & Accessories > Clothing > Dresses,Female,Adult,,,,New,FALSE,,,,,
,silk-multi-color-wedding-wear-embroidery-work-saree-394456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Multi-Color-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5604(2).jpg,2,Silk Multi Color Wedding Wear Embroidery Work Saree - View 2,,,,,,,,,,,,,,,,,,
,silk-multi-color-wedding-wear-embroidery-work-saree-394456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Multi-Color-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5604(3).jpg,3,Silk Multi Color Wedding Wear Embroidery Work Saree - View 3,,,,,,,,,,,,,,,,,,
Silk Light Pink Wedding Wear Embroidery Work Saree,silk-light-pink-wedding-wear-embroidery-work-saree-394455,"<p><em>Wear it once and it becomes a favourite. Wear it twice and it becomes yours.</em></p>

<h2>Silk Light Pink Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Light Pink Wedding Wear Embroidery Work Saree</strong> - a beautifully crafted <strong>saree</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>

<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>

<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>

<ul>

  <li><strong>Colour:</strong> A carefully selected <strong>Light Pink</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>

  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>

  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>

  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>

  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>

</ul>

<h3>Styling Notes</h3>

<p>Drape it with confidence and let the fabric do the talking - pair with statement jhumkas for a look that commands the room.</p>

<h3>Common Questions</h3>

<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, reception events, engagement celebrations, and any occasion that calls for something extraordinary.</p>

<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>

<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: light pink, silk, saree, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxeMia,Apparel & Accessories > Clothing > Dresses,Sarees,"luxemia, indian-ethnic-wear, saree, free-shipping, light-pink, silk, embroidery-work, wedding-wear",TRUE,active,LXM-SAR-027,,Color,Light Pink,,Size,Free Size,,,,,182.99,260.42,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Light-Pink-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5603(1).jpg,1,Silk Light Pink Wedding Wear Embroidery Work Saree,https://kesimg.b-cdn.net/images/650/2026y/April/61121/Light-Pink-Silk-Wedding-Wear-Embroidery-Work-Saree-KS--5603(1).jpg,FALSE,Silk Light Pink Wedding Wear Embroidery Work Saree,Shop the Silk Light Pink Wedding Wear Embroidery Work Saree at LuxeMia. Crafted in premium silk with exquisite embroidery work in Light Pink. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,light pink,Apparel & Accessories > Clothing > Dresses,Female,Adult,,,,New,FALSE,,,,,
